product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page
Light Grey Straight Fit Jeans,2025-07-12,Men — Jeans,2,58.0,23.2,Credit Card,18669,Cork,M,Category 35—44,2025,3,2
White Colour Block T-Shirt,2025-07-13,Children — Boys Clothing,2,45.0,22.95,PayPal,1744,Cork,Prefer not to say,Group 25-34,2025,3,3
Blue Floral Embroidered Mac,2025-07-13,Children — Girls Clothing,1,35.0,17.85,Credit Card,3006,Dublin,F,25-34,2025,3,3
Fancy Ballerina Shoes,2025-07-13,Men — Shoes,2,86.0,38.7,PayPal,2966,Dublin,F,Range 18–24,2025,3,3
Multi Short Sleeve Character T-shirt,2025-07-13,Children —  Boys Clothing,1,16.5,8.41,Debit Card,16616,Clare,F,Range 45–54,2025,3,3
Mid Blue Slim Fit Ultra Flex Jeans,2025-07-13,Men — Jeans,2,86.4,28.8,Debit Card,8719,Dublin,Female,Range 55—64,2025,3,3
Multi Llama Vests Three Pack,2025-07-13,Children — Girls Clothing,1,17.5,8.93,Credit Card,3037,Tipperary,F,Range 25-34,2025,3,3
Black Skinny Fit Ultra Flex Jeans,2025-07-13,Men — Jeans,1,33.0,13.2,Debit Card,18775,Cork,F,Category 25-34,2025,3,3
Black Loose Fit Jeans,2025-07-13,Men — Jeans,1,29.0,11.6,Debit Card,18169,Cork,M,Group 35–44,2025,3,3
Orange/Navy Shorts Three Pack,2025-07-14,Children — Girls Clothing,1,16.5,8.41,Debit Card,12591,Dublin,F,35-44,2025,3,3
Hawaiian Print Sun Safe Two Piece,2025-07-14,Children —  Girls Clothing,2,35.0,17.85,Credit Card,4703,Limerick,Male,Group 35–44,2025,3,3
Multi Llama Vests Three Pack,2025-07-14,Children — Girls Clothing,1,17.5,8.93,CC,2094,Offaly,Female,Category 35-44,2025,3,3
Lattice Runner,2025-07-15,Homeware — Design,1,86.0,34.4,CC,4929,Dublin,Female,Group 25–34,2025,3,3
White Ric-Rac Dress,2025-07-15,Women — Dresses,1,45.9,20.4,Credit Card,17772,Waterford,Male,Group 45-54,2025,3,3
Black Single Cuff Shirt,2025-07-15,Men — Shirts,2,84.0,31.92,Debit Card,13091,Cork,Female,Group 18-24,2025,3,3
Mid Blue Slim Fit Ultra Flex Jeans,2025-07-15,Men  — Jeans,1,48.0,19.2,Credit Card,10853,Mayo,M,18-24,2025,3,3
Dark Blue Belted Jeans,2025-07-15,Men — Jeans,1,29.0,11.6,Credit Card,5356,Kerry,Female,45-54,2025,3,3
Navy Chino Trousers,2025-07-16,Men  — Trousers,3,108.0,52.92,Debit Card,8525,Laois,Female,Group 25-34,2025,3,3
Light Grey Straight Fit Jeans,2025-07-16,Men — Jeans,2,58.0,23.2,Debit Card,14762,Dublin,Female,Range 45-54,2025,3,3
Red Joggers Two Pack,2025-07-16,Children — Boys Clothing,1,15.0,7.65,Debit Card,8947,Galway,Prefer not to say,Group 55-64,2025,3,3
Black Loose Fit Jeans,2025-07-16,Men — Jeans,1,26.1,8.7,PayPal,6694,Dublin,Male,18–24,2025,3,3
Hawaiian Print Sun Safe Two Piece,2025-07-16,Children — Girls Clothing,2,35.0,17.85,Debit Card,17766,Louth,Female,Range 35-44,2025,3,3
Woodel Wall Mirror,2025-07-16,Homeware — Design,1,66.0,26.4,Credit Card,2019,Kilkenny,Male,Group 25—34,2025,3,3
White Polo Two Pack,2025-07-16,Children — Girls  Clothing,2,15.0,7.65,Debit Card,2253,Wicklow,Female,35–44,2025,3,3
Blue Puff Sleeve T-shirt Five Pack,2025-07-17,Children — Girls Clothing,2,43.0,21.93,Credit Card,5378,Dublin,F,Range 35-44,2025,3,3
Blue Corbed Sandals,2025-07-17,Children —  Boys Clothing,1,18.5,9.44,CC,1637,Cork,Prefer not to say,Range 25-34,2025,3,3
Leather Court Shoes,2025-07-17,Men — Shoes,3,111.0,49.95,Credit Card,6151,Wicklow,F,Group 25—34,2025,3,3
Hawaiian Print Sun Safe Two Piece,2025-07-17,Children — Girls Clothing,2,35.0,17.85,Debit Card,13537,Dublin,F,Category 35—44,2025,3,3
Mid Blue Slim Fit Ultra Flex Jeans,2025-07-17,Men — Jeans,1,48.0,19.2,Debit Card,9012,Tipperary,Female,35-44,2025,3,3
Pink Slim Fit Double Cuff Shirt,2025-07-17,Men — Shirts,1,29.0,11.02,Pay Pal,12006,Cork,M,Group 25—34,2025,3,3
Marshall Oxford Shirt,2025-07-17,Men  — Shirts,2,126.0,47.88,Voucher,1603,Dublin,Female,Range 25-34,2025,3,3
Dark Blue Belted Jeans,2025-07-17,Men — Jeans,1,29.0,11.6,Debit Card,19109,Kildare,Male,Category 25–34,2025,3,4
Blue Corbed Sandals,2025-07-17,Children — Boys Clothing,1,18.5,9.44,Credit Card,6419,Dublin,Female,Range 35–44,2025,3,4
Camp Stool,2025-07-18,Homeware — Design,6,99.0,39.6,Credit Card,1344,Dublin,Female,Range 35–44,2025,3,4
Lilac/Mint Long Sleeve Shirts,2025-07-18,Children — Girls Clothing,2,52.0,26.52,CC,5053,Dublin,Female,65+,2025,3,4
Rose Print Prom Dress,2025-07-18,Children — Girls Clothing,1,37.0,18.87,PayPal,9987,Clare,F,35–44,2025,3,4
Multi Floral Print Short Dress,2025-07-19,Women — Dresses,1,31.0,15.5,Credit Card,3986,Dublin,Female,55–64,2025,3,4
Multi Short Sleeve Character T-shirt,2025-07-19,Children — Boys Clothing,1,16.5,8.41,Debit Card,1281,Dublin,Female,Group 35-44,2025,3,4
Navy Crew and Jogger Set,2025-07-19,Children — Boys Clothing,3,47.25,21.52,Credit Card,12378,Laois,Male,Category 25-34,2025,3,4
Multi Short Sleeve Character T-shirt,2025-07-19,Children — Boys Clothing,1,16.5,8.41,Credit Card,5859,Dublin,Female,35–44,2025,3,4
Black Skinny Fit Jeans,2025-07-19,Men — Jeans,1,46.0,18.4,Credit Card,14778,Dublin,Female,Category 25–34,2025,3,4
Set of 3 Animal Canvas Prints,2025-07-19,Homeware — Design,1,23.5,9.4,Credit Card,15237,Donegal,Male,Range 25-34,2025,3,4
Blue Floral Embroidered Mac,2025-07-19,Children — Girls Clothing,1,35.0,17.85,Credit Card,11891,Sligo,Prefer not to say,Range 25-34,2025,3,4
White Polo Two Pack,2025-07-20,Children — Girls Clothing,2,15.0,7.65,Debit Card,9012,Tipperary,Female,Range 35–44,2025,3,4
Blue Floral Embroidered Mac,2025-07-20,Children — Girls Clothing,1,35.0,17.85,Credit Card,15644,Dublin,Female,Category 25–34,2025,3,4
Black Signature Point Court Shoes,2025-07-20,Men — Shoes,2,88.0,39.6,Credit Card,13066,Meath,Female,Range 25—34,2025,3,4
Black Single Cuff Shirt,2025-07-20,Men — Shirts,3,126.0,47.88,Credit Card,1244,Clare,F,Range 18-24,2025,3,4
Lattice Runner,2025-07-20,Homeware — Design,3,258.0,103.2,Credit Card,2194,Monaghan,Male,45—54,2025,3,4
White Short Sleeve Bird Print Shirt,2025-07-20,Men — Shirts,1,29.0,11.02,Debit Card,2591,Clare,M,Range 55-64,2025,3,4
Pink Slim Fit Double Cuff Shirt,2025-07-21,Men — Shirts,1,29.0,11.02,Debit Card,12103,Wicklow,Male,65+,2025,3,4
Pink Slim Fit Double Cuff Shirt,2025-07-21,Men — Shirts,1,29.0,11.02,Credit Card,1959,Dublin,Female,35-44,2025,3,4
White Cropped Leggings,2025-07-21,Men — Trousers,1,35.0,17.15,Debit Card,4909,Dublin,M,Category 25-34,2025,3,4
White Short Sleeve Oxford Shirt,2025-07-22,Men — Shirts,1,53.0,20.14,Debit Card,16175,Dublin,Female,Range 25-34,2025,3,4
Ayres Chambray Top,2025-07-22,Women  —  Tops,1,56.7,31.5,Credit Card,14787,Waterford,Male,Range 25-34,2025,3,4
Light Grey Straight Fit Jeans,2025-07-22,Men — Jeans,1,29.0,11.6,Voucher,6319,Clare,M,25–34,2025,3,4
Dark Blue Belted Jeans,2025-07-23,Men — Jeans,1,26.1,8.7,Credit Card,10241,Wexford,Female,Category 45-54,2025,3,4
Juliette Pullover,2025-07-23,Women — Tops,1,47.7,26.5,Debit Card,1366,Dublin,F,Category 18–24,2025,3,4
Foraker Canvas Coat,2025-07-23,Women — Tops,-1,41.4,23.0,PayPal,1250,Dublin,Male,Category 25-34,2025,3,4
Dark Blue Belted Jeans,2025-07-23,Men — Jeans,1,29.0,11.6,Debit Card,16697,Dublin,Male,25—34,2025,3,4
Mola Headlamp,2025-07-23,Homeware — Design,2,86.0,34.4,Credit Card,3784,Dublin,Male,Group 18-24,2025,3,4
Floral Embroidered Kaftan,2025-07-23,Children — Girls Clothing,2,64.0,32.64,Voucher,12569,Dublin,Male,Category 55—64,2025,3,4
Navy Linen Blend Dress,2025-07-24,Women — Dresses,1,27.0,12.0,Debit Card,15875,Westmeath,Male,Category 35—44,2025,3,5
Blue Floral Embroidered Mac,2025-07-25,Children — Girls Clothing,1,35.0,17.85,Credit Card,8603,Tipperary,Male,Range 45—54,2025,3,5
Navy Suede Loafers,2025-07-25,Men — Shoes,1,35.0,15.75,Debit Card,5256,Roscommon,Female,Category 25-34,2025,3,5
Black Skinny Fit Ultra Flex Jeans,2025-07-25,Men — Jeans,1,33.0,13.2,Credit Card,2516,Kerry,M,Group 18–24,2025,3,5
Orange/Navy Shorts Three Pack,2025-07-25,Children — Girls Clothing,1,16.5,8.41,Credit Card,2359,Dublin,M,45—54,2025,3,5
Blue Floral Embroidered Mac,2025-07-25,Children — Girls Clothing,1,35.0,17.85,Debit Card,6675,Sligo,Male,Range 18-24,2025,3,5
Navy Jersey Joggers,2025-07-25,Men — Trousers,2,43.2,18.72,Credit Card,6294,Dublin,Female,Category 35-44,2025,3,5
Lilac/Mint Long Sleeve Shirts,2025-07-25,Children — Girls Clothing,1,26.0,13.26,Credit Card,18566,Waterford,M,Category 25-34,2025,3,5
Multi Llama Vests Three Pack,2025-07-25,Children — Girls  Clothing,1,17.5,8.93,Debit Card,13003,Cork,Female,Range 25–34,2025,3,5
Rose Print Prom Dress,2025-07-26,Children — Girls Clothing,1,33.3,15.17,Debit Card,11872,Kilkenny,Male,Group 45-54,2025,3,5
White Short Sleeve Oxford Shirt,2025-07-26,Men — Shirts,1,53.0,20.14,Credit Card,6195,Dublin,Male,45–54,2025,3,5
Navy Suede Loafers,2025-07-26,Men  — Shoes,1,35.0,15.75,Debit Card,15300,Tipperary,M,Category 25–34,2025,3,5
Dark Wash Straight Fit Jeans,2025-07-26,Men —  Jeans,1,33.0,13.2,Debit Card,16034,Dublin,M,25-34,2025,3,5
Orange/Navy Shorts Three Pack,2025-07-26,Children — Girls Clothing,2,33.0,16.83,Credit Card,8491,Galway,Prefer not to say,18–24,2025,3,5
Navy Crew and Jogger Set,2025-07-26,Children — Boys Clothing,1,17.5,8.93,Credit Card,7881,Dublin,M,35–44,2025,3,5
Marshall Oxford Shirt,2025-07-27,Men — Shirts,2,113.4,35.28,Credit Card,5309,Cork,F,Group 45–54,2025,3,5
Metallic Cross Strap Block Heels,2025-07-27,Men — Shoes,1,65.0,29.25,Credit Card,10906,Wicklow,M,Range 18—24,2025,3,5
Lattice Runner,2025-07-27,Homeware —  Design,3,258.0,103.2,Credit Card,17303,Meath,Prefer not to say,Range 35—44,2025,3,5
Black Loose Fit Jeans,2025-07-27,Men — Jeans,1,29.0,11.6,Debit Card,16697,Dublin,Male,Category 25-34,2025,3,5
Black Skinny Fit Ultra Flex Jeans,2025-07-27,Men — Jeans,1,33.0,13.2,Debit Card,3766,Donegal,F,Range 35–44,2025,3,5
Soft Velour Eyelet Lined Curtains,2025-07-27,Homeware — Design,3,318.0,127.2,Credit Card,3911,Cork,Male,Group 35-44,2025,3,5
Mid Blue Slim Fit Ultra Flex Jeans,2025-07-28,Men —  Jeans,1,48.0,19.2,Debit Card,16266,Mayo,Male,Group 25–34,2025,3,5
Ultimate Feels Like Down Duvet,2025-07-28,Homeware — Bed Bath,2,136.0,47.6,Credit Card,4503,Dublin,Male,Category 18–24,2025,3,5
Multi Llama Vests Three Pack,2025-07-28,Children —  Girls Clothing,1,17.5,8.93,Credit Card,14778,Dublin,Female,Range 25-34,2025,3,5
Lilac/Mint Long Sleeve Shirts,2025-07-28,Children —  Girls Clothing,1,26.0,13.26,Debit Card,11912,Wicklow,M,18-24,2025,3,5
Multi Llama Vests Three Pack,2025-07-28,Children — Girls Clothing,1,17.5,8.93,Debit Card,17041,Kerry,Female,Range 25-34,2025,3,5
Navy Chino Trousers,2025-07-28,Men — Trousers,3,108.0,52.92,CC,7194,Leitrim,Female,Group 25-34,2025,3,5
Black Single Cuff Shirt,2025-07-28,Men — Shirts,3,126.0,47.88,Debit Card,14778,Dublin,Female,25-34,2025,3,5
Juliette Pullover,2025-07-28,Women — Tops,-1,47.7,26.5,Debit Card,7107,Dublin,F,Range 25—34,2025,3,5
Foraker Canvas Coat,2025-07-28,Women —  Tops,1,41.4,23.0,Credit Card,7566,Dublin,Male,Range 25—34,2025,3,5
Dwellers Stool,2025-07-29,Homeware — Design,2,23.0,9.2,Credit Card,3856,Galway,Male,Category 35-44,2025,3,6
Mola Headlamp,2025-07-29,Homeware  — Design,1,43.0,17.2,Credit Card,4877,Dublin,Female,Group 45-54,2025,3,6
White Tie and Shirt Set,2025-07-29,Men  — Shirts,1,35.0,13.3,Credit Card,13134,Galway,M,18-24,2025,3,6
Blue Floral Embroidered Mac,2025-07-30,Children — Girls Clothing,1,35.0,17.85,Credit Card,7575,Sligo,Male,Range 25–34,2025,3,6
White Cropped Leggings,2025-07-30,Men — Trousers,1,35.0,17.15,Debit Card,9206,Dublin,M,Category 18-24,2025,3,6
Mid Blue Straight Fit Jeans,2025-07-30,Men — Jeans,1,38.0,15.2,Debit Card,13178,Meath,Male,Category 45-54,2025,3,6
White Polo Two Pack,2025-07-30,Children — Girls Clothing,1,7.5,3.83,Debit Card,9356,Dublin,Prefer not to say,Category 45—54,2025,3,6
Blue Floral Embroidered Mac,2025-07-31,Children — Girls Clothing,1,35.0,17.85,Credit Card,2441,Waterford,F,Range 35-44,2025,3,6
Knitted Pom Pom Throw,2025-07-31,Homeware  — Bed Bath,1,33.0,11.55,Credit Card,3894,Wicklow,Male,Range 25-34,2025,3,6
Navy Crew and Jogger Set,2025-08-01,Children — Boys Clothing,1,17.5,8.93,Debit Card,18712,Cork,M,Category 35-44,2025,3,6
White Short Sleeve Oxford Shirt,2025-08-01,Men — Shirts,1,53.0,20.14,Debit Card,6718,Kildare,Male,Group 35-44,2025,3,6
Blue Stripe Snuggle Fit Pyjamas,2025-08-01,Children — Boys Clothing,5,92.5,47.17,PayPal,2906,Clare,M,Range 35-44,2025,3,6
Light Grey Straight Fit Jeans,2025-08-01,Men  — Jeans,1,29.0,11.6,Credit Card,13141,Dublin,Female,Category 35–44,2025,3,6
Fluro Shorts Two Pack,2025-08-01,Children — Boys Clothing,4,70.0,35.7,Debit Card,18169,Cork,Male,35-44,2025,3,6
Two pack Stars Bed Set,2025-08-01,Homeware — Bed Bath,1,30.15,8.38,CC,6312,Mayo,F,35-44,2025,3,6
Rose Gold Two Tier Drainer,2025-08-01,Homeware — Design,1,31.0,12.4,CC,2903,Dublin,Female,Category 25—34,2025,3,6
Hawaiian Print Sun Safe Two Piece,2025-08-01,Children — Girls Clothing,1,17.5,8.93,CC,8034,Cork,F,Category 25–34,2025,3,6
Fluro Shorts Two Pack,2025-08-02,Children  — Boys Clothing,4,70.0,35.7,Debit Card,15912,Meath,Female,25-34,2025,3,6
Blue Floral Embroidered Mac,2025-08-02,Children — Girls Clothing,1,35.0,17.85,Debit Card,4822,Cork,M,Group 25–34,2025,3,6
Black Skinny Fit Ultra Flex Jeans,2025-08-02,Men  — Jeans,1,33.0,13.2,Credit Card,12591,Dublin,Female,Range 35—44,2025,3,6
Black Signature Point Court Shoes,2025-08-02,Men —  Shoes,2,88.0,39.6,Credit Card,6227,Cork,Male,25—34,2025,3,6
Mid Blue Straight Fit Jeans,2025-08-02,Men — Jeans,1,38.0,15.2,Credit Card,5084,Clare,Female,45-54,2025,3,6
Soft Velour Eyelet Lined Curtains,2025-08-03,Homeware — Design,1,106.0,42.4,CC,1791,Leitrim,M,Range 25—34,2025,3,6
Black Skinny Fit Jeans,2025-08-03,Men — Jeans,1,46.0,18.4,Debit Card,6254,Kildare,Prefer not to say,25-34,2025,3,6
Blue Corbed Sandals,2025-08-03,Children — Boys Clothing,1,18.5,9.44,Credit Card,4185,Dublin,F,Range 25-34,2025,3,6
White Tie and Shirt Set,2025-08-03,Men — Shirts,4,140.0,53.2,Debit Card,17831,Dublin,Male,Range 65+,2025,3,6
Blue Puff Sleeve T–shirt Five Pack,2025-08-04,Children — Girls Clothing,1,21.5,10.96,Credit Card,18075,Louth,Female,Group 35-44,2025,3,6
Blue Floral Embroidered Mac,2025-08-04,Children — Girls Clothing,1,35.0,17.85,Credit Card,8628,Dublin,M,Range 35-44,2025,3,6
Floral Embroidered Kaftan,2025-08-04,Children — Girls Clothing,2,64.0,32.64,PayPal,3291,Westmeath,M,45-54,2025,3,6
Whitney Pullover,2025-08-04,Women — Tops,2,99.0,55.0,Credit Card,6277,Dublin,F,18-24,2025,3,6
Black Slim Fit Jeans,2025-08-04,Men — Jeans,1,41.4,13.8,Credit Card,17347,Donegal,F,18–24,2025,3,7
Dark Ink Slim Fit Jeans,2025-08-04,Men — Jeans,1,46.0,18.4,Debit  Card,5536,Cork,Female,Range 25–34,2025,3,7
Red Joggers Two Pack,2025-08-05,Children — Boys Clothing,1,15.0,7.65,Debit Card,18056,Dublin,F,18-24,2025,3,7
Navy Tailored Trousers,2025-08-05,Men — Trousers,3,126.0,61.74,Debit Card,6562,Dublin,Male,Group 35–44,2025,3,7
Set of 3 Animal Canvas Prints,2025-08-05,Homeware —  Design,1,23.5,9.4,CC,9181,Galway,Male,Group 25—34,2025,3,7
Black Skinny Fit Ultra Flex Jeans,2025-08-05,Men — Jeans,1,33.0,13.2,Credit Card,14891,Louth,F,Group 25-34,2025,3,7
Blue Floral Embroidered Mac,2025-08-05,Children — Girls Clothing,1,35.0,17.85,Credit Card,10987,Dublin,F,35-44,2025,3,7
Set of 3 Animal Canvas Prints,2025-08-06,Homeware — Design,1,23.5,9.4,Credit Card,13706,Meath,Female,25—34,2025,3,7
Harriet Chambray Top,2025-08-06,Women — Tops,1,31.5,17.5,Credit Card,16691,Mayo,M,Range 25-34,2025,3,7
Blue Puff Sleeve T-shirt Five Pack,2025-08-06,Children  — Girls Clothing,1,21.5,10.96,CC,4562,Mayo,F,Category 45–54,2025,3,7
Black Loose Fit Jeans,2025-08-06,Men — Jeans,1,29.0,11.6,Debit Card,13631,Dublin,Male,Group 35-44,2025,3,7
Floral Embroidered Kaftan,2025-08-07,Children — Girls Clothing,3,96.0,48.96,Debit Card,7381,Tipperary,Female,Range 35–44,2025,3,7
Dark Ink Slim Fit Jeans,2025-08-07,Men — Jeans,1,46.0,18.4,Debit Card,7744,Tipperary,M,35–44,2025,3,7
Black Skinny Fit Jeans,2025-08-07,Men — Jeans,1,46.0,18.4,Credit Card,7591,Kildare,F,Group 25-34,2025,3,7
Woodel Wall Mirror,2025-08-07,Homeware — Design,1,66.0,26.4,Credit Card,11091,Dublin,Male,Range 18-24,2025,3,7
Navy Suede Loafers,2025-08-07,Women — Shoes,1,31.5,12.25,Credit Card,4481,Monaghan,Female,Category 25—34,2025,3,7
Hawaiian Print Sun Safe Two Piece,2025-08-07,Children — Girls Clothing,2,35.0,17.85,Debit Card,6298,Dublin,M,Group 18-24,2025,3,7
Blue Floral Embroidered Mac,2025-08-07,Children — Girls Clothing,1,35.0,17.85,Voucher,10266,Monaghan,Male,Group 55-64,2025,3,7
Pink Linen Blend Parallel Trousers,2025-08-08,Men — Trousers,3,105.0,51.45,PayPal,16406,Donegal,Female,Range 45—54,2025,3,7
Marshall Oxford Shirt,2025-08-08,Men — Shirts,1,63.0,23.94,Credit Card,16475,Dublin,Female,Group 35-44,2025,3,7
Navy Crew and Jogger Set,2025-08-08,Children — Boys Clothing,1,17.5,8.93,Credit Card,12856,Tipperary,Female,Group 25–34,2025,3,7
Blue Puff Sleeve T-shirt Five Pack,2025-08-08,Children — Girls Clothing,2,43.0,21.93,Debit Card,9412,Cavan,Male,Group 25-34,2025,3,7
Dark Wash Straight Fit Jeans,2025-08-08,Men — Jeans,1,29.7,9.9,Debit Card,14784,Galway,Female,35—44,2025,3,7
Blue Floral Embroidered Mac,2025-08-08,Children — Girls Clothing,1,35.0,17.85,PayPal,2084,Donegal,Male,Range 35—44,2025,3,7
Grey Marl Panda Face Crew,2025-08-08,Children — Boys Clothing,3,34.5,17.59,Credit Card,6711,Kildare,Female,Group 35–44,2025,3,7
Pink Slim Fit Double Cuff Shirt,2025-08-09,Men — Shirts,1,29.0,11.02,Debit Card,5526,Dublin,M,Range 18-24,2025,3,7
Grey Marl Panda Face Crew,2025-08-09,Children — Boys Clothing,1,11.5,5.87,PayPal,5772,Dublin,Female,Group 25-34,2025,3,7
Dark Blue Belted Jeans,2025-08-09,Men  — Jeans,1,29.0,11.6,CC,7541,Cork,F,Range 25-34,2025,3,7
White Short Sleeve Oxford Shirt,2025-08-09,Men — Shirts,1,53.0,20.14,Debit Card,12550,Cork,Female,Range 25—34,2025,3,7
Rose Gold Two Tier Drainer,2025-08-10,Homeware — Design,2,62.0,24.8,Credit Card,15687,Cork,M,Group 35-44,2025,3,7
Hawaiian Print Sun Safe Two Piece,2025-08-10,Children — Girls Clothing,1,15.75,7.17,PayPal,9012,Tipperary,Female,Group 35-44,2025,3,8
White Cropped Leggings,2025-08-10,Men — Trousers,1,35.0,17.15,PayPal,1009,Kildare,Prefer not to say,Range None,2025,3,8
Pink Slim Fit Double Cuff Shirt,2025-08-11,Men — Shirts,-1,29.0,11.02,Credit Card,10150,Dublin,F,Category 18–24,2025,3,8
Blue Floral Embroidered Mac,2025-08-11,Children  —  Girls Clothing,1,35.0,17.85,Credit Card,13387,Kildare,M,Category 25-34,2025,3,8
White Polo Two Pack,2025-08-11,Children — Girls Clothing,1,7.5,3.83,Debit Card,16825,Dublin,Female,Group 35-44,2025,3,8
Blue Stripe Snuggle Fit Pyjamas,2025-08-11,Children — Boys Clothing,1,18.5,9.44,PayPal,5834,Dublin,M,Group 25-34,2025,3,8
Red Wing Iron Ranger Boot,2025-08-11,Men — Shoes,1,87.0,39.15,Debit Card,3811,Dublin,Female,Category 35–44,2025,3,8
White Colour Block T-Shirt,2025-08-11,Children — Boys Clothing,2,45.0,22.95,Voucher,9962,Cork,Female,Range 45—54,2025,3,8
Fluro Shorts Two Pack,2025-08-12,Children — Boys Clothing,4,70.0,35.7,Credit Card,5895,Wicklow,F,25-34,2025,3,8
Camp Stool,2025-08-12,Homeware — Design,4,66.0,26.4,Credit Card,13712,Galway,F,Group 25–34,2025,3,8
White Polo Two Pack,2025-08-12,Children — Girls Clothing,2,15.0,7.65,Voucher,19403,Galway,Female,Group 55-64,2025,3,8
Blue Puff Sleeve T-shirt Five Pack,2025-08-12,Children — Girls Clothing,2,43.0,21.93,Debit Card,5203,Clare,M,35-44,2025,3,8
Navy Crew and Jogger Set,2025-08-12,Children — Boys Clothing,3,52.5,26.77,Credit Card,8722,Kerry,Male,Category 35-44,2025,3,8
Blue Stripe Snuggle Fit Pyjamas,2025-08-13,Children — Boys Clothing,1,18.5,9.44,Debit Card,5013,Mayo,Male,Group 18—24,2025,3,8
White Polo Two Pack,2025-08-13,Children —  Girls Clothing,2,15.0,7.65,Debit Card,4012,Kildare,F,Category 45-54,2025,3,8
Black Mary Jane Shoes,2025-08-13,Women — Shoes,1,39.6,15.4,Debit Card,10197,Wexford,Male,Category 18-24,2025,3,8
Dwellers Stool,2025-08-13,Homeware — Design,5,57.5,23.0,Credit Card,7475,Kildare,Male,Category 25-34,2025,3,8
Crinkle Velvet Bed Set,2025-08-13,Homeware — Bed Bath,2,110.0,38.5,Credit Card,6772,Wexford,Female,55—64,2025,3,8
Foraker Canvas Coat,2025-08-13,Women — Tops,1,41.4,23.0,Credit Card,15403,Dublin,Female,Range 25-34,2025,3,8
Red Joggers Two Pack,2025-08-13,Children — Boys Clothing,1,15.0,7.65,Debit Card,14675,Dublin,M,Category 25-34,2025,3,8
Blue Puff Sleeve T-shirt Five Pack,2025-08-13,Children  — Girls Clothing,4,86.0,43.86,Debit Card,14762,Dublin,Female,Group 45-54,2025,3,8
Rose Gold Two Tier Drainer,2025-08-14,Homeware — Design,1,31.0,12.4,Credit Card,10853,Mayo,Male,Group 18-24,2025,3,8
Orange/Navy Shorts Three Pack,2025-08-14,Children — Girls Clothing,1,16.5,8.41,Debit Card,2103,Galway,Male,Category 45-54,2025,3,8
Red Joggers Two Pack,2025-08-14,Children — Boys Clothing,1,15.0,7.65,Voucher,3848,Wexford,Female,35—44,2025,3,8
Dark Ink Slim Fit Jeans,2025-08-14,Men — Jeans,1,41.4,13.8,Debit Card,13806,Cork,Male,Range 35-44,2025,3,8
Tan Leather Woven Slingbacks,2025-08-14,Men — Shoes,1,43.0,19.35,Credit Card,5807,Kildare,Male,Range 35–44,2025,3,8
Fluro Shorts Two Pack,2025-08-15,Children — Boys Clothing,4,70.0,35.7,PayPal,13478,Cork,Female,35-44,2025,3,8
Grey Marl Panda Face Crew,2025-08-15,Children — Boys Clothing,3,34.5,17.59,CC,8031,Laois,F,Category 35-44,2025,3,8
Multi Llama Vests Three Pack,2025-08-15,Children — Girls Clothing,1,17.5,8.93,Credit Card,15559,Laois,Female,Range 45-54,2025,3,8
Mola Headlamp,2025-08-15,Homeware — Design,2,86.0,34.4,Credit Card,3759,Tipperary,F,Category 65+,2025,3,8
Floral Embroidered Kaftan,2025-08-15,Children — Girls Clothing,3,96.0,48.96,Credit Card,17578,Mayo,F,18–24,2025,3,9
Blue Floral Embroidered Mac,2025-08-15,Children  — Girls Clothing,1,35.0,17.85,Debit Card,1800,Dublin,F,Group 55–64,2025,3,9
Mola Headlamp,2025-08-16,Homeware  — Design,2,86.0,34.4,Credit Card,18169,Cork,Male,35-44,2025,3,9
White Polo Two Pack,2025-08-16,Children — Girls Clothing,1,7.5,3.83,Debit Card,7606,Westmeath,Female,Category 25-34,2025,3,9
Navy Crew and Jogger Set,2025-08-16,Children — Boys Clothing,3,52.5,26.77,Debit Card,9306,Clare,F,25-34,2025,3,9
Grey Marl Panda Face Crew,2025-08-16,Children —  Boys Clothing,1,11.5,5.87,Credit Card,7716,Wexford,Female,Range 35-44,2025,3,9
Black Skinny Fit Jeans,2025-08-16,Men — Jeans,1,46.0,18.4,Credit Card,15237,Donegal,Male,Range 25-34,2025,3,9
White Colour Block T-Shirt,2025-08-17,Children — Boys Clothing,3,67.5,34.42,CC,5487,Dublin,Male,Range 25-34,2025,3,9
Lilac/Mint Long Sleeve Shirts,2025-08-17,Children — Girls Clothing,1,26.0,13.26,Credit Card,2384,Louth,Male,45-54,2025,3,9
Chevron Pattern Towering Heels,2025-08-17,Men — Shoes,1,57.0,25.65,Credit Card,5526,Dublin,Male,Category 18—24,2025,3,9
Blue Stripe Snuggle Fit Pyjamas,2025-08-17,Children — Boys Clothing,3,55.5,28.3,Credit Card,13247,Limerick,F,Group 25—34,2025,3,9
Dawson Trolley,2025-08-17,Homeware — Design,1,57.0,22.8,Credit Card,6466,Dublin,Male,25-34,2025,3,9
White Short Sleeve Geo Print Shirt,2025-08-17,Men —  Shirts,1,24.3,7.56,Debit Card,5279,Tipperary,F,Category 25—34,2025,3,9
Cydney Plaid Shirt,2025-08-17,Women — Tops,2,102.6,57.0,Credit Card,15553,Cork,Prefer not to say,Category 25—34,2025,3,9
Metallic Cross Strap Block Heels,2025-08-18,Men — Shoes,1,58.5,22.75,Voucher,18559,Kildare,M,55—64,2025,3,9
